category,franchise,name,aliases,wiki_title,wiki_url
game,Final Fantasy VII,Barret Wallace,Barret,Barret Wallace,
game,Final Fantasy VII,Red XIII,Nanaki,Red XIII,
game,Final Fantasy VII,Cid Highwind,Cid,Cid Highwind,
game,Final Fantasy VII,Yuffie Kisaragi,Yuffie,Yuffie Kisaragi,
game,Final Fantasy VII,Cait Sith,,Cait Sith,
game,Final Fantasy VII,Rufus Shinra,Rufus,Rufus Shinra,
game,Final Fantasy VII,Genesis Rhapsodos,Genesis,Genesis Rhapsodos,
game,Final Fantasy VII,Angeal Hewley,Angeal,Angeal Hewley,
game,Final Fantasy VII,Kadaj,,Kadaj,
game,Final Fantasy VII,Yazoo,,Yazoo,
game,Final Fantasy VII,Loz,,Loz,
game,Final Fantasy VIII,Rinoa Heartilly,Rinoa,Rinoa Heartilly,
game,Final Fantasy VIII,Seifer Almasy,Seifer,Seifer Almasy,
game,Final Fantasy VIII,Laguna Loire,Laguna,Laguna Loire,
game,Final Fantasy VIII,Quistis Trepe,Quistis,Quistis Trepe,
game,Final Fantasy VIII,Zell Dincht,Zell,Zell Dincht,
game,Final Fantasy VIII,Irvine Kinneas,Irvine,Irvine Kinneas,
game,Final Fantasy VIII,Edea Kramer,Edea,Edea Kramer,
game,Final Fantasy IX,Vivi Ornitier,Vivi,Vivi Ornitier,
game,Final Fantasy IX,Garnet Til Alexandros XVII,Dagger,Garnet Til Alexandros XVII,
game,Final Fantasy IX,Adelbert Steiner,Steiner,Adelbert Steiner,
game,Final Fantasy IX,Kuja,,Kuja,
game,Final Fantasy IX,Beatrix,,Beatrix,
game,Final Fantasy IX,Freya Crescent,Freya,Freya Crescent,
game,Final Fantasy IX,Amarant Coral,Amarant,Amarant Coral,
game,Final Fantasy X,Yuna,,Yuna,
game,Final Fantasy X,Wakka,,Wakka,
game,Final Fantasy X,Lulu,,Lulu,
game,Final Fantasy X,Rikku,,Rikku,
game,Final Fantasy X,Kimahri Ronso,Kimahri,Kimahri Ronso,
game,Final Fantasy X,Braska,,Braska,
game,Final Fantasy X,Sin,,Sin,
game,Final Fantasy XII,Vaan,,Vaan,
game,Final Fantasy XII,Ashe,Ashelia B'nargin Dalmasca,Ashe,
game,Final Fantasy XII,Balthier,,Balthier,
game,Final Fantasy XII,Fran,,Fran,
game,Final Fantasy XII,Basch fon Ronsenburg,Basch,Basch fon Ronsenburg,
game,Final Fantasy XII,Gabranth,Noah fon Ronsenburg,Gabranth,
game,Final Fantasy XIII,Lightning,Claire Farron,Lightning,
